RXNAME
DROSPIRENONE
DULAGLUTIDE
DULOXETINE
DULOXETINE CAP
DULOXETINE HCL
DUTASTERIDE
EASY COMFORT
ED A-HIST
EDLUAR
EFFEXOR XR
ELINEST
ELIQUIS
ELIQUIS ST P
ELIQUIS TAB
ELURYNG
EMTR/TENOFOV
ENALAPRIL
ENDOMETRIN
ENSKYCE
ENTRESTO
EPINEPHRINE
ERGOCALCIFEROL
ERY/BENZOYL
ERYTHROMYCIN
ESCITALOPRAM
ESCITALOPRAM OXALATE
ESCITALOPRAM OXALATE TAB
ESOMEPRA MAG
ESOMEPRAZOLE
ESTARYLLA
ESTRAD VAL
ESTRADIOL
ESTRADIOL TAB
ESTRADIOL VALERATE
ESTROGEL
ESTROGENS
ETHY ETH EST
ETODOLAC
ETONOGESTREL
EUCERIN
EUTHYROX
EYE ALLERGY
EYE ITCH REL
EZETIMIBE
FAMOTIDINE
FARXIGA
FASTCLIX
FEMRING
FENOFIBRATE
FEROSUL
FERREX 28
FERROUS SULF
FERROUS SULFATE TAB 325 MG (65 MG ELEMENTAL FE)
FEXOFENADINE
FIASP FLEX
FIBRIC ACID DERIVATIVES
FINACEA
FINASTERIDE
FINASTERIDE TAB
FISH OIL
FISH OIL/DHA
FLECAINIDE
FLECAINIDE ACETATE
FLOMAX
FLONASE SENS
FLOVENT DISK
FLOVENT HFA
FLOWFLEX
FLUCONAZOLE
FLUOCIN ACET
FLUORIDE
FLUORIDEX
FLUOROCAL
FLUOROURACIL
FLUOXETINE
FLUOXETINE HCL
FLUTIC/SALME
FLUTIC/VILAN
FLUTICAS HFA
FLUTICASONE
FLUTICASONE SPR
FLUTICASONE-SALMETEROL
FOCALIN XR
FOLBIC
FOLIC ACID
FOLIVANE-F
FREESTY LIBR
FREESTYLE
FUNCTIONAL BOWEL DISORDER AGENTS
FUROSEMIDE
GABAPENTIIN
GABAPENTIN
GABAPENTIN CAP
GABAPENTIN/KETOPROFEN/LIDOCAINE PERME 6%-10%-2% -
GARLIC
GASTROINTESTINAL AGENTS
GAVILYTE-C
GAVILYTE-G
GENITOURINARY TRACT AGENTS
GENTAMICIN
GENTEAL
GENTEAL TEAR
GG/CODEINE
GG/DM
GLARGIN YFGN
GLIMEPIRIDE
GLIPIZID ER
GLIPIZIDE
GLIPIZIDE ER
GLIPIZIDE ER TAB
GLIPIZIDE XL
GLP-1 RECEPTOR AGONISTS
GLUCERNA
GLUCOCORTICOIDS
GOLYTELY
GROUP I ANTIARRHYTHMICS
GROUP II ANTIARRHYTHMICS
GROUP III ANTIARRHYTHMICS
GROUP V ANTIARRHYTHMICS
GUAIFENESIN
GUANFACINE
HAILEY
HAILEY 24
HAILEY FE
HC VALERATE
HEARTBURN
HEATHER
HIBICLENS
HIGH POTENCY
HISTEX PD
HMG-COA REDUCTASE INHIBITORS (STATINS)
HORIZANT
HORMONES/HORMONE MODIFIERS
HUMALOG
HUMALOG JR
HUMALOG KWIK
HUMIRA
HUMIRA PEN
HUMULIN
HYDRALAZINE
HYDROCHLOROT
HYDROCHLOROTHIAZIDE
HYDROCO/APAP
HYDROCOD/HOM
HYDROCODONE-ACETAMINOPHEN
HYDROCODONE=APAP
HYDROCORT
HYDROCORT AC
HYDROCORTISO
HYDROCORTISONE
HYDROCORTISONE CREAM 1%
HYDROPHILIC (AQUAPHOR)
HYDROQUINONE
HYDROXYCHLOR
HYDROXYCHLOROQUINE SULFATE
HYDROXYCHLOROQUINE SULFATE TAB
HYDROXYZ HCL
HYDROXYZ PAM
HYDROXYZINE HCL
HYDROXYZINE PAMOATE
HYSINGLA ER
IBU
IBUPROFEN
IBUPROFEN TAB
IBUPROFEN TAB 200 MG
ICOSAPENT
IMMUNOLOGIC AGENTS
IMVEXXY MAIN
IMVEXXY STRT
INCASSIA
INDOMETHACIN
INHALED CORTICOSTEROIDS
INS DEGL FLX
INSULIN
INSULIN ASPA
INSULIN DETEMIR
INSULIN DETEMIR HUMAN
INSULIN GLAR
INSULIN LISP
INTEGRA PLUS
IPRATROPIUM
IPRATROPIUM/
IRBESARTAN
IRON
IRON INF/TOD
IRON PRODUCTS
IRON SUPPMNT
ISIBLOOM
ISOSORB MONO
ISOSORBIDE MONONITER
ISOSORBIDE MONONITRATE
ISOSORBIDE MONONITRATE ER
ISOSORBIDE MONONITRATE TAB ER
IVERMECTIN
JAIMIESS
JANTOVEN
JANUVIA
JARDIANCE
JENCYCLA
JOLESSA
JUNEL 1.5/30
JUNEL 1/20
JUNEL FE
KETOCONAZOLE
KETOROLAC
KETOROLAC TROMETHAMINE TAB
KETOTIF FUM
KETOTIFEN FUMARATE OPHTH SOLN 0.035%
KLOR-CON
KLOR-CON M20
KLOR-CON M20 TAB
KRISTALOSE
L-METHYLFOLA
LABETALOL
LACTULOSE
LAMICTAL
LAMOTRIGINE
LANCETS
LANTUS
LANTUS SOLOS
LARIN 24
LARIN FE
LATANOPROST
LESSINA
LEVEMIR
LEVETIRACETA
LEVETIRACETAM
LEVETIRACETAM NOVA
LEVETIRACETAM TAB
LEVOCETIRIZI
LEVOCETIRIZINE DIHYDROCHLORIDE TAB 5 MG
LEVOFLOXACIN
LEVONOR/ETHI
LEVOTHYROXIN
LEVOTHYROXIN TAB
LEVOTHYROXINE
LEVOTHYROXINE SODIUM/LIOTHYRONINE SODIUM USP
LEVOXYL
LIDOCAINE
LIDOCAINE PA
LINZESS
LIOTHYRONINE
LIPITOR
LISDEXAMFETA
LISDEXAMFETAMINE
LISDEXAMFETAMINE DIMESYLATE ALVO
LISDEXAMFETAMINE DIMESYLATE CAP
LISINOP/HCTZ
LISINOPRIL
LISINOPRIL TAB
LITHIUM CARB
LITHIUM CARBONATE
LO LOESTRIN
LOPERAMIDE
LORATADINE
LORATADINE & PSEUDOEPHEDRINE TAB ER 24HR 10 240 MG
LORATADINE ORAL SOLN 5 MG/5ML
LORATADINE TAB
LORATADINE-D
LORAZEPAM
LORYNA
LOSARTAN
LOSARTAN POT
LOSARTAN POT TAB
LOSARTAN POTASSIUM
LOSARTAN POTASSIUM TAB
LOSARTAN/HCT
LOVASTATIN
LUBRICNT EYE
LUMIGAN
LUMIGAN SOL
LUTERA
LYUMJEV KWPN
M-NATAL PLUS
M-PAP
MACROLIDES
MAG OXIDE
MAGNESIUM
MAGNESIUM CAP 100 MG
MAGNESIUM OX
MAGNESIUM-OX
MAPAP
MECLIZINE
MEDROXYPR AC
MELATONIN
MELATONIN TAB 3 MG
MELATONIN TAB 5 MG
MELOXICAM
MEMANTINE
MEMANTINE HC
MEMANTINE HCL
MESALAMINE
MESALAMINE ENEMA
METABOLIC AGENTS
METAFORMIN
METAFORMIN HCL
METAMUCIL
METANX
METFORMIN
METFORMIN ER
METFORMIN ER TAB
METFORMIN HCL
METFORMIN HCL ER
METFORMIN HCL TAB
METHIMAZOLE
METHOCARBAM
METHOCARBAMOL
METHOTREXATE
METHYLPHENID
METHYLPRED
METOCLOPRAM
METOPROL
METOPROL SUC
METOPROL TAR
METOPROLOL ER
METOPROLOL SUCC
METOPROLOL SUCCINATE
METOPROLOL SUCCINATE ER
METOPROLOL SUCCINATE ER 24HR
METOPROLOL TARTRATE
METRONIDAZOL
METRONIDAZOLE
MICARDIS
MILI
MINERIN
MINTOX
MIRABEGRON
MIRALAX
MIRTAZAPINE
MISCELLANEOUS AGENTS
MISCELLANEOUS ANTINEOPLASTICS
"MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOT"
MISCELLANEOUS CARDIOVASCULAR AGENTS
MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS
MISCELLANEOUS GI AGENTS
MITIGARE
MOMETASONE
MONO-LINYAH
MONTELUKAST
MORPHINE SUL
MOUNJARO
MOUTH AND THROAT PRODUCTS
MOXIFLOXACIN
MOXIFLOXACIN HYDROCHLORIDE
MS CONTIN
MTOR INHIBITORS
MUCINEX
MUCINEX DM
MUCUS RELIEF
MULTI VIT/FL
MULTIPLE VITAMINS W/ IRON TAB
MULTIVIT/FL
MULTIVITAMIN
MUPIROCIN
MYRBETRIQ
NABUMETONE
NAPROXEN
NAPROXEN DR
NAPROXEN DR TAB
NAPROXEN SOD
NAPROXEN SODIUM TAB 220 MG
NARCOTIC ANALGESIC COMBINATIONS
NARCOTIC ANALGESICS
NEBIVOLOL
NEBULIZER
NECON
NEO/POLY/DEX
NEOMYCIN BACITRACIN POLYMYXIN PRAMOXINE OINT 1%
NEPHPLEX RX
NEPRO/CARB
NEXIUM
NIACIN ER
NIFEDIPINE
NITRO-TIME
NITROFUR MAC
NITROFURANTN
NITROFURANTN CAP
NITROGLYCER
NITROGLYCERIN TAB SL
NITROGLYCERN
NITROGLYCRN
NITROSTAT
NIVA THYROID
NOHIST-DM
NONSTEROIDAL ANTI-INFLAMMATORY AGENTS
NORA-BE
NORETH/ETHIN
NORETHIN ACE
NORETHINDRON
NORGEST/ETHI
NORTREL
NORTREL 1/35
NORTRIPTYLIN
NOVLIN 70/30
NOVOLIN
NOVOLOG
NOVOLOG INJ
NP THYROID
NURTEC
NUTRACEUTICAL PRODUCTS
NUVARING
NYAMYC
NYLIA
NYSTATIN
NYSTOP
OFLOXACIN
OLANZAPINE
OLMESA MEDOX
OLMESARTAN
OLOPATADINE
OMEGA 3
OMEGA-3
OMEGA-3 FISH OIL
OMEGA-3-ACID
OMEPRAZOLE
OMEPRAZOLE DELAYED RELEASE TAB 20 MG
ONDANSETRON
ONETOUCH
ONETOUCH DEL
ONEXTON
OPHTHALMIC ANTI-INFECTIVES
OPHTHALMIC ANTI-INFLAMMATORY AGENTS
OPHTHALMIC GLAUCOMA AGENTS
OPHTHALMIC PREPARATIONS
OPHTHALMIC STEROIDS
OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES
OSELTAMIVIR
OTIC ANTI-INFECTIVES
OTIC STEROIDS WITH ANTI-INFECTIVES
OXCARBAZEPIN
OXYBUTYNIN
OXYBUTYNIN CHLORIDE ER
OXYCOD/APAP
OXYCODONE
OXYCODONE HCL
OXYCODONE-ACCT
OXYCONTIN
OXYMETAZOLINE HCL NASAL SOLN 0.05%
OYSCO 500+D
OYST SHELL/D
OYSTER SHELL
OZEMPIC
PACERONE
PAIN
PAIN RELIEF
PANTOPRAZOLE
PAROXETIN ER
PAROXETINE
PAROXETINE HCL
PATADAY
PAXLOVID
PEDIALYTE
PEG 3350
PEG-3350
PEG-3350/KCL
PEG/NASUL/C/
PEG3350
PENICILLN VK
PENTASA
PERMETHRIN
PHENAZOPYRID
PHENOTHIAZINE ANTIEMETICS
PHENTERMINE
PIMTREA
PIOGLITAZONE
PLATELET AGGREGATION INHIBITORS
POLYENES
POLYETH GLYC
POLYETHYLENE GLYCOL 3350 ORAL PACKET 17 GM
POLYETHYLENE GLYCOL 3350 ORAL POWDER 17 GM/SCOOP
POLYETHYLENE GLYCOL 3350 WITH ELECTROLYTES
POLYMYXIN B/
POLYVINYL AL
PORTIA-28
POT CHLORIDE
POT CHLORIDE 10 MEQ TAB
POT CHLORIDE ER
POT CHLORIDE TAB 10MEQ ER
POT CL MICRO
POTA CHLORIDE ER
POTASSIUM CHLORIDE
POTASSIUM CHLORIDE 10 MEQ
POTASSIUM CHLORIDE 10 MEQ ER
POTASSIUM CHLORIDE ER
POTASSIUM CL
POTASSIUM CL ER
PRAMIPEXOLE
PRAVASTATIN
PRAVASTATIN SODIUM
PRAVASTATIN TAB
PREDNISOLONE
PREDNISOLONE ACETATE/MOXIFLOXACIN/BROMFENAC
PREDNISOLONE PO4/MOXI/BROM
PREDNISOLONE PO4/MOXI/BROM 1% 5% 0.075%
PREDNISONE
PREGABALIN
PRENATAL
PRESERVISION
PREVDNT 5000
PREVIDENT
PRILOSEC OTC
PRIMIDONE
PROAIR DIGIH
PROAIR HFA
PROAIR RESPI
PROBIOTIC
PROCTO-MED
PROCTOZONE
PROGESTERONE
PROGESTERONE (I.R) 400 MG
PROGESTERONE (I.R.) 400 MG
PROGESTERONE 100MG
PROGESTERONE 100MG SR
PROGESTERONE 225
PROGESTERONE 25 MG/GM
PROGESTERONE 25MG/GM
PROGESTERONE 30MG/ML
PROGESTERONE E4M 50MG
PROGESTERONE TANGERINE 300MG
PROMETH/COD
PROMETHAZINE
PROMETHAZINE DM
PROMETHAZINE SYP DM
PROMETHAZINE-DM
PROMETHEGAN
PROPRANOLOL
PROPRANOLOL HCL
PROSIGHT
PROTON PUMP INHIBITORS
PSEUDOEPHEDR
PSEUDOEPHEDRINE HCL TAB 30 MG
PSEUDOEPHEDRINE HCL TAB ER 12HR 120 MG
PSYCHOTHERAPEUTIC AGENTS
PSYLLIUM POWDER 28.3%
PULMICORT
PURINE NUCLEOSIDES
QNASL
QUETIAPINE
QUICKVUE HOM
QUILLICHEW
QUILLIVANT
RAMIPRIL
REFRESH CELL
REFRESH LIQU
REFRESH P.M.
REFRESH PLUS
REFRESH TEAR
REGULOID
REMERON
REPATHA
REPATHA INJ
REPATHA PUSH
REPATHA SURE
RESPIRATORY AGENTS
RESTASIS
RESTASIS MUL
RETIN-A
RHOFADE
RISA-BID
RISAQUAD
RISPERIDONE
RITALIN
RITALIN LA
RIZATRIPTAN
ROPINIROLE
ROSUVASTATIN
ROSUVASTATIN CALCIUM
ROSUVASTATIN TAB
RYALTRIS
RYBELSUS
RYTARY
SACCHAROMYCES BOULARDII CAP 250 MG
SALICYLATES
SALINE NASAL
SALINE NASAL SPRAY 0.65%
SAXENDA
SEMAGLUTIDE
SEMAGLUTIDE/CYANOCOBALAMIN 5MG/0.4MG/ML 2 ML
SEMGLEE
SENEXON-S
SENNA
SENNA PLUS
SENNA S
SENNA-PLUS
SENNA-TIME
SENNOSIDES TAB 8.6 MG
SERTRALINE
SEX HORMONES
SF 5000 PLUS
SGLT-2 INHIBITORS
SHAROBEL
SILDENAFIL
SIMPESSE
SIMVASTATIN
SIMVASTATIN TAB
SINUS RINSE
SKELETAL MUSCLE RELAXANTS
SLOW IRON
SM ANTIBIOTI
SM ASPIRIN
SM CAL CITR+
SM STOOL SOF
SM STOOL SOFTENER
SM22 TRETINOIN/NIACINAMIDE 0.0255/2%
SMOKING CESSATION AGENTS
SMZ-TMP
SMZ-TMP DS
SMZ/TMP DS
SOD CHLORIDE
SOD FLUORIDE
SOD SUL/SULF
SODIUM BICAR
SODIUM CHLOR
SOLIFENACIN
SPIRIVA
SPIRONOLACT
SPIRONOLACTONE
SPRINTEC 28
SSRI ANTIDEPRESSANTS
STIMULANT LX
STOMACH RELF
STOOL SOFTNR
SUCRALFATE
SUDOGEST
SULFONYLUREAS
SULINDAC
SUMATRIPTAN
SUTAB
SYEDA
SYMBICORT
SYNTHROID
SYNTHROID TAB
SYSTANE
SYSTANE COMP
TAB-A-VITE
TABLET CUTTER
TADALAFIL
TAMSULOSIN
TAMSULOSIN CAP
TAMSULOSIN HCL
TELMISARTAN
TERAZOSIN
TERBINAFINE
TESTOST CYP
TESTOSTERONE
TESTOSTERONE (IMMEDIATE RELEASE) 5 MG
TESTOSTERONE (YAM) 25MG
TESTOSTERONE 0.5MG/1ML
TESTOSTERONE 160MG TROCHE
TESTOSTERONE 50MG MINI
TESTOSTERONE CREAM 1MG/ML
TESTOSTERONE CYPIONATE IM
THALITONE
THERATEARS
THIAMINE HCL
THIAMINE HCL TAB
THIAZIDE AND THIAZIDE-LIKE DIURETICS
THIRD GENERATION CEPHALOSPORINS
THYROID TAB
TIADYLT
TIMOLOL GEL
TIMOLOL MAL
TIMOPTIC
TIOTROPIUM BROMIDE
TIROSINT
TIROSINT-SOL
TIZANIDINE
TOBRAMYCIN
TOPICAL AGENTS
TOPICAL ANESTHETICS
TOPICAL ANTIFUNGALS
TOPICAL ANTINEOPLASTICS
TOPICAL STEROIDS
TOPIRAMATE
TOPROL XL
TORSEMIDE
TOUJEO MAX
TOUJEO SOLO
TRADJENTA
TRAMADOL
TRAMADOL HCL
TRAMADOL TAB
TRAZODONE
TRELEGY
TRESIBA FLEX
TRESIBA FLEX INJ
TRETINOIN
TRI-ESTARYLL
TRI-LINYAH
TRI-LO
TRI-LO-
TRI-LO-MILI
TRI-SPRINTEC
TRIAMCINOLON
TRIAMCINOLON CRE 0.1%
TRIAMT/HCTZ
TRICYCLIC ANTIDEPRESSANTS
TRINATAL RX
TRIPLE ANTIB
TRIPROLIDINE HCL LIQUID 0.625 MG/ML
TRIVORA-28
TROKENDI XR
TRUE METRIX
TRUEPLUS
TRULICITY
TUSNEL-EX
TYLENOL CHLD
UCERIS
UNIFINE PNTP
UNITHROID
UREA
URINARY ANTI-INFECTIVES
URINARY ANTISPASMODICS
VAGINAL PREPARATIONS
VALACYCLOVIR
VALACYCLOVIR HCL
VALSARTAN
VALSARTAN TAB
VANDAZOLE
VANICREAM
VARENICLINE
VASCEPA
VASODILATORS
VASOPRESSORS
VENLAFAXINE
VENLAFAXINE ER
VENLAFAXINE HCL
VENLAFAXINE HCL CAP ER
VENLAFAXINE HCL ER
VENLAFAXINE HCL ER CAP
VENTOLIN HFA
VERAPAMIL
VESICARE
VIAGRA
VICTOZA
VIENVA
VIORELE
VISTARIL
VITAMIN A&D
VITAMIN B-1
VITAMIN B-12
VITAMIN B-12 TAB
VITAMIN B-6
VITAMIN B1
VITAMIN B12 TAB
VITAMIN C
VITAMIN D
VITAMIN D CAP 2000UNIT (CHOLE)
VITAMIN D-3
VITAMIN D2 (ERGO)
VITAMIN D3
VITAMIN D3 (CHOLE)
VITAMIN D3 (CHOLE) 2000 IU CAP
VITAMIN D3 (CHOLE) 2000IU CAP
VITAMIN D3 CAP 50000UNT
VITAMIN E
VITRON-C
VIVELLE-DOT
VOLNEA
VYVANSE
WARFARIN
WEGOVY
WESTAB PLUS
WINLEVI
WIXELA INHUB
XANAX
XARELTO
XARELTO STAR
XTAMPZA ER
XULANE
ZAFEMY
ZENPEP
ZEPBOUND
ZETIA
ZINC SULFATE SUSP
ZOLPIDEM
ZOLPIDEM ER
